,basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
1307,,Removable Li-Ion 860 mAh battery (BL-4CT),,No,30MB,,,2 MP,"2008, June. Released 2008, September","2.0 inches, 12.4 cm, (~26.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Nokia 7210 Supernova
1308,,Removable Li-Ion 860 mAh battery (BL-4CT),,No,32MB,,,2 MP,"2008, June. Released 2008, June","2.0 inches, 12.4 cm, (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 7310 Supernova
1309,,Removable Li-Ion 870 mAh battery (BL-5BT),,No,20MB,,,2 MP,"2008, June. Released 2009, January","2.2 inches, 15.0 cm, (~34.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 7510 Supernova
1310,,Removable Li-Ion 860 mAh battery (BL-4S),,No,64MB,,,"3.15 MP, AF","2008, June. Released 2008, August","2.0 inches, 12.4 cm, (~26.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 7610 Supernova
1311,,Removable Li-Ion 1020 mAh battery (BL-5C),,No,30MB,,,1.3 MP,"2008, August. Released 2008, November","2.0 inches, 12.4 cm, (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Nokia 3610 fold
1312,,Removable Li-Ion 1000 mAh battery (BL-4U),,No,4GB,,,"3.15 MP, AF","2008, August. Released 2008, September","2.0 inches, 12.4 cm, (~24.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","OLED, 16M colors",Accelerometer,Nokia 8800 Carbon Arte
1313,,Removable Li-Ion 1200 mAh battery (BL-6F),,VGA videocall camera,50MB,"Symbian OS 9.3, Series 60 v3.2 UI",,"5 MP, AF","2008, August. Released 2008, October","2.4 inches, 17.8 cm, (~33.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 16M colors",Accelerometer,Nokia N79
1314,,Removable Li-Ion 1200 mAh battery (BL-5K),,CIF videocall camera,74MB,"Symbian OS 9.3, S60 rel. 3.2",,"5 MP, AF","2008, August. Released 2008, October","2.6 inches, 20.9 cm, (~40.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","AMOLED, 16M colors",Accelerometer,Nokia N85
1315,,Removable Li-Ion 1320 mAh battery (BL-5J),,QVGA videocall camera,81MB 128MB RAM,"Symbian 9.4, Series 60 rel. 5",,"3.15 MP, AF","2008, October. Released 2008, November","3.2 inches, 28.2 cm, (~49.2% screen-to-body ratio)","360 x 640 pixels, 16:9 ratio (~229 ppi density)","TFT resistive touchscreen, 16M colors","Accelerometer, proximity",Nokia 5800 XpressMusic
1316,,Removable Li-Ion 720 mAh battery (BL-4C),,,,,,No,"2008, November. Released 2009, April","1.3 inches, 5.1 cm, (~10.9% screen-to-body ratio)",96 x 68 pixels (~90 ppi density),Monochrome graphic,,Nokia 1202
1317,,Removable Li-Ion 860 mAh battery (BL-4C),,,8MB,,,No,"2008, November. Released 2009, Q2","1.8 inches, 10.2 cm, (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 65K colors",,Nokia 1661
1318,,Removable Li-Ion 950 mAh battery (BL-5F),,No,50MB 64MB RAM,"Symbian OS 9.1, Series 60 UI",,2 MP,"2007, February. Released 2007, February","2.2 inches, 15.0 cm, (~29.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia E65
1319,,Removable Li-Ion 1500 mAh battery,,QCIF videocall camera,128MB,"Symbian 9.2, S60 rel. 3.1",,"3.15 MP, AF","2007, February. Released 2007, June","4.0 inches, 38.1 cm, (~50.6% screen-to-body ratio)",800 x 352 pixels (~219 ppi density),"TFT, 16M colors",,Nokia E90
1320,,Removable Li-Ion 860 mAh battery (BL-5B),,No,4MB,,,VGA,"2007, March","1.87 inches, 11.0 cm, (~23.6% screen-to-body ratio)",128 x 160 pixels (~110 ppi density),"CSTN, 65K colors",,Nokia 5070
1321,,Removable Li-Ion 900 mAh battery,,No,38MB 64MB RAM 128MB ROM,"Symbian 9.2, S60 rel. 3.1",,2 MP,"2007, March. Released 2007, April","2.2 inches, 15.0 cm, (~27.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 5700
1322,,Removable Li-Ion 890 mAh battery (BL-5B),,VGA videocall camera,32MB 64MB RAM 128MB ROM,"Symbian 9.2, S60 rel. 3.1",,2 MP,"2007, June. Released 2008, February","2.0 inches, 12.4 cm, (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6121 classic
1323,,Removable Li-Ion 890 mAh battery (BL-5B),,QVGA videocall camera,32MB 64MB RAM 128MB ROM,"Symbian 9.2, S60 rel. 3.1",,2 MP,"2007, April","2.0 inches, 12.4 cm, (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6120 classic
1324,,Removable Li-Ion 700 mAh battery (BL-5CA),,,4MB,,,No,"2007, May","1.5 inches, 29 x 23 mm, 6.8 cm, (~15.2% screen-to-body ratio)",96 x 68 pixels (~78 ppi density),Monochrome graphics,,Nokia 1200
1325,,Removable Li-Ion 700 mAh battery (BL-5CA),,,4MB,,,No,"2007, May","1.5 inches, 29 x 23 mm, 6.8 cm, (~15.2% screen-to-body ratio)",96 x 68 pixels (~78 ppi density),"CSTN, 65K colors",,Nokia 1208
1326,,Removable Li-Ion 1020 mAh battery (BL-5C),,,8MB,,,No,"2007, May. Released 2008, January","1.8 inches, 35 x 28 mm, 10.2 cm, (~22.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"CSTN, 65K colors",,Nokia 1650
1327,,Removable Li-Ion 700 mAh battery (BL-4B),,,2MB,,,No,"2007, May","1.85 inches, 10.8 cm, (~27.6% screen-to-body ratio)",128 x 160 pixels (~111 ppi density),"TFT, 65K colors",,Nokia 2660
1328,,Removable Li-Ion 700 mAh battery (BL-4B),,No,10MB,,,VGA,"2007, May","1.9 inches, 11.4 cm, (~29.1% screen-to-body ratio)",128 x 160 pixels (~108 ppi density),"TFT, 65K colors",,Nokia 2760
1329,,Removable Li-Ion 1020 mAh battery (BL-5C),,CIF videocall camera,30MB,,,2 MP,"2007, June","2.2 inches, 15.0 cm, (~34.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6267
1330,,Removable Li-Ion battery,,VGA videocall camera,,Symbian OS,,"12 MP, AF",Not officially announced yet,,,"AMOLED, 16M colors","Accelerometer, compass",Nokia N87
1331,,Removable Li-Ion 700 mAh battery (BL-4B),,No,11MB,,,VGA,"2007, May","1.8 inches, 10.2 cm, (~21.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 65K colors",,Nokia 2630
1332,,Removable Li-Ion 820 mAh battery (BL-4C),,No,8.5MB,,,2 MP,"2007, June. Released 2007, October","1.8 inches, 10.2 cm, (~21.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 256K colors",,Nokia 3500 classic
1333,,Removable Li-Ion 1500 mAh battery (BP-4L),,No,"128MB RAM, 256MB ROM, 2GB",Internet Tablet OS 2008 edition,,VGA,"2007, October. Released 2008, Q1","4.13 inches, 48.5 cm, (~52.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~226 ppi density)","TFT resistive touchscreen, 65K colors",,Nokia N810
1334,,Removable Li-Ion 830 mAh battery (BL-6P),,No,1GB,,,2 MP,"2007, May. Released 2007, October","2.0 inches, 12.4 cm, (~25.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6500 classic
1335,,Removable Li-Ion 900 mAh battery (BP-5M),,QCIF videocall camera,20MB,,,"3.15 MP, AF","2007, May. Released 2007, September","2.2 inches, 15.0 cm, (~33.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6500 slide
1336,,Removable Li-Ion 900 mAh battery (BP-5M),,No,128MB,,,2 MP,"2007, May","2.0 inches, 12.4 cm, (~25.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 8600 Luna
1337,,Removable Li-Ion 700 mAh battery (BL-4B),,No,30MB,,,2 MP,"2007, July","2.0 inches, 12.4 cm, (~25.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 7500 Prism
1338,,Removable Li-Ion 850 mAh battery (BL-6P),,No,1GB,,,2 MP,"2007, August. Released 2007, November","2.0 inches, 12.4 cm, (~24.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","OLED, 16M colors",,Nokia 7900 Prism
1339,,Removable Li-Ion 1020 mAh battery (BL-5C),,No,30MB,,,1.23 MP,"2007, August","2.0 inches, 12.4 cm, (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6555
1340,,Removable Li-Ion 860 mAh battery (BL-4CT),,No,30MB,,,2 MP,"2007, August. Released 2007, October","2.1 inches, 31.5 x 41.5 mm, 13.7 cm, (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)","TFT, 16M colors",,Nokia 5310 XpressMusic
1341,,Removable Li-Ion 900 mAh battery (BP-5M),,VGA videocall camera,20MB,,,"3.15 MP, AF","2007, August. Released 2007, October","2.2 inches, 15.0 cm, (~31.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 5610 XpressMusic
1342,,Removable Li-Ion 1200 mAh battery (BL-6F),,QVGA videocall camera,8GB 128MB RAM,"Symbian OS 9.2, S60 rel. 3.1",,"5 MP, AF","2007, August. Released 2007, October","2.8 inches, 24.3 cm, (~46.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT, 16M colors",Accelerometer,Nokia N95 8GB
1343,,Removable Li-Po 1050 mAh battery (BT-6MT),,CIF videocall camera,12MB 96MB RAM,"Symbian OS 9.2, Series 60 v3.1 UI",,2 MP,"2007, August. Released 2007, November","2.4 inches, 17.8 cm, (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 16M colors",,Nokia N81
1344,,Removable Li-Po 1050 mAh battery (BT-6MT),,CIF videocall camera,8GB 96MB RAM,"Symbian OS 9.2, Series 60 v3.1 UI",,2 MP,"2007, August. Released 2007, October","2.4 inches, 17.8 cm, (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 16M colors",,Nokia N81 8GB
1345,,Removable Li-Ion battery,,No,,,,1.3 MP,"2007, December. Released 2007, December","2.2 inches, 15.0 cm, (~33.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6263
1346,,Removable Li-Ion 1050 mAh battery ( BP-6MT),,,130MB 96MB RAM,"Symbian OS 9.2, Series 60 v3.1 UI",,No,"2008, February. Released 2008, Q2","2.0 inches, 12.4 cm, (~23.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia E51 camera-free
1347,,Removable Li-Ion 1050 mAh battery ( BP-6MT),,No,130MB 96MB RAM,"Symbian OS 9.2, Series 60 v3.1 UI",,2 MP,"2007, September. Released 2007, November","2.0 inches, 12.4 cm, (~23.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia E51
1348,,Removable Li-Ion 860 mAh battery (BL-4C),,No,30MB,,,2 MP,"2007, September. Released 2008, March","2.0 inches, 12.4 cm, (~26.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6301
1349,,Removable Li-Po 1100 mAh battery (BP-6M),,No,6MB,,,2 MP,"2005, Q4","2.0 inches, 30 x 40 mm, 12.4 cm, (~24.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Nokia 6233
1350,,Removable Li-Ion 820 mAh battery,,No,4.2MB,,,VGA,"2006, Q1","1.8 inches, 28 x 35 mm, 10.2 cm, (~26.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 65k colors",,Nokia 6103
1351,,Removable Li-Ion 820 mAh battery (BL-4C),,No,11MB,,,1.3 MP,"2006, Q1","1.8 inches, 29 x 35 mm, 10.2 cm, (~24.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 256k colors",,Nokia 6125
1352,,Removable Li-Ion 760 mAh battery (BL-5B),,No,3.2MB,,,VGA,"2006, February","1.8 inches, 28 x 35 mm, 10.2 cm, (~21.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"CSTN, 65K colors",,Nokia 6070
1353,,Removable Li-Ion 820 mAh battery (BL-4C),,No,10MB,,,1.3 MP,"2006, February","2.2 inches, 34 x 44 mm, 15.0 cm, (~33.9% screen-to-body ratio)","240 x 320 pixels, 2.2 inch, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6126
1354,,Removable Li-Ion 820 mAh battery (BL-4C),,No,11MB,,,1.3 MP,"2006, February","2.2 inches, 34 x 44 mm, 15.0 cm, (~33.9% screen-to-body ratio)","240 x 320 pixels, 2.2 inch, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6131
1355,,Removable Li-Ion 820 mAh battery,,No,11MB,,,1.3 MP,"2006, October","2.2 inches, 34 x 44 mm, 15.0 cm, (~33.9% screen-to-body ratio)","240 x 320 pixels, 2.2 inch, 4:3 ratio (~182 ppi density)","TFT, 16M colors",,Nokia 6133
1356,,Removable Li-Ion 820 mAh battery (BL-4C),,No,32MB,,,1.3 MP,"2006, February","1.8 inches, 29 x 35 mm, 10.2 cm, (~24.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 256K colors",,Nokia 6136
1357,,Removable Li-Ion 700 mAh battery (BL-5CA),,,4MB,,,No,"2006, March",,96 x 68 pixels,Monochrome graphic,,Nokia 1112
1358,,Removable Li-Ion 970 mAh battery (BL-5C),,,4MB,,,No,"2006, March","1.5 inches, 6.8 cm, (~14.8% screen-to-body ratio)","96 x 68 pixels, 4 lines (~78 ppi density)","CSTN, 65K colors",,Nokia 2310
1359,,Removable Li-Ion 970 mAh battery (BL-5C),,,3MB,,,No,"2006, March","1.6 inches, 8.3 cm, (~18.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~113 ppi density)","CSTN, 65K colors",,Nokia 2610
1360,,Removable Li-Ion 970 mAh battery (BL-5C),,No,20MB,"Symbian OS 8.1, Series 60 UI 2.8",,2 MP,"2006, April","2.1 inches, 14.0 cm, (~24.3% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"TFT, 256K colors",,Nokia N72
1361,,Removable Li-Ion 1100 mAh battery (BP-6M ),,VGA videocall camera,42MB 64MB RAM,"Symbian OS 9.1, S60 3rd edition",,"3.15 MP, AF","2006, April. Released 2006, August","2.4 inches, 36 x 48 mm, 17.8 cm, (~33.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Nokia N73
1362,,Removable Li-Po 1100 mAh battery (BP-6M),,CIF videocall camera,50MB 64MB RAM,"Symbian OS 9.1, S60 3rd edition",,"3.15 MP, 3x optical zoom, AF","2006, April","2.4 inches, 36 x 48 mm, 17.8 cm, (~27.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Nokia N93
1363,,Removable Li-Ion 860 mAh battery (BL-5B),,No,8MB 64MB RAM,"Symbian 9.1, Series 60 rel. 3.0",,2 MP,"2006, May","1.7 inches, 31 x 31 mm, 9.3 cm, (~19.4% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~173 ppi density)","TFT, 256K colors",,Nokia 5500 Sport
1364,,Removable Li-Ion 970 mAh battery (BL-5C),,No,70MB 32MB RAM,"Symbian OS 9.1, S60 3rd edition",,1.3 MP,"2006, May","2.1 inches, 31 x 42 mm, 13.7 cm, (~27.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)","TFT, 256K colors",,Nokia E50
1365,,Removable Li-Ion 900 mAh battery (BL-5C),,,4MB,,,No,"2006, June",,96 x 68 pixels,Monochrome graphic,,Nokia 1110i
1366,,Removable Li-Ion 820 mAh battery (BL-5B),,No,4.3MB,,,VGA,"2006, June","1.78 inches, 10.0 cm, (~21.4% screen-to-body ratio)",128 x 160 pixels (~115 ppi density),"TFT, 65K colors",,Nokia 6080
1367,,Removable Li-Ion 1100 mAh battery (BP-6M),,No,30MB,,,1.3 MP,"2006, June","1.8 inches, 29 x 35 mm, 10.2 cm, (~20.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 256K colors",,Nokia 6151
1368,,Removable Li-Ion 700 mAh battery (BL-4B),,No,8MB,,,2 MP,"2006, September","2.0 inches, 30 x 40 mm, 12.4 cm, (~32.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Nokia 7373
1369,,Removable Li-Ion (BP-5M),,VGA videocall camera,21MB,,,"3.15 MP, AF","2006, September","2.3 inches, 16.4 cm, (~38.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)","TFT, 16M colors",,Nokia 7390
1370,,Removable Li-Ion 700 mAh battery (BP-6X),,No,128MB,,,2 MP,"2006, September","1.7 inches, 31 x 31 mm, 9.3 cm, (~19.4% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~173 ppi density)","TFT, 256K colors",,Nokia 8800 Sirocco
1371,,Removable Li-Ion 970 mAh battery (BL-5C),,No,4MB,,,VGA,"2006, September","1.8 inches, 28 x 35 mm, 10.2 cm, (~24.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"CSTN, 256K colors",,Nokia 6085
1372,,Removable Li-Ion 1100 mAh battery (BP-6M),,VGA videocall camera,6MB,,,2 MP,"2006, September","2.2 inches, 35 x 45 mm, 15.0 cm, (~32.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 256K colors",,Nokia 6288
1373,,Removable Li-Ion 760 mAh battery (BL-5B),,No,5MB,,,VGA,"2006, September","2.0 inches, 12.6 cm, (~28.3% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),"CSTN, 256K colors",,Nokia 5200
1374,,Removable Li-Ion 860 mAh battery (BL-5B),,No,5MB,,,1.3 MP,"2006, September","2.1 inches, 31 x 42 mm, 13.7 cm, (~30.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)","TFT, 256K colors",,Nokia 5300
1375,,Removable Li-Ion 800 mAh battery (BL-5BT),,No,40MB 64MB RAM,"Symbian OS 9.1, S60 rel. 3.0u",,2 MP,"2006, September","2.4 inches, 17.8 cm, (~36.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 16M colors",,Nokia N75
1376,,Removable Li-Ion 950 mAh battery (BL-5F),,QVGA videocall camera,160MB 64MB RAM,"Symbian OS 9.2, S60 rel. 3.1",,"5 MP, AF","2006, September. Released 2007, March","2.6 inches, 40 x 53 mm, 20.9 cm, (~39.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","TFT, 16M colors",,Nokia N95
1377,,Removable Li-Ion 970 mAh battery (BL-5C),,,2MB,,,No,"2006, November","1.5 inches, 27 x 27 mm, 7.3 cm, (~16.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)","CSTN, 65K colors",,Nokia 2626
1378,,Removable Li-Ion 860 mAh battery (BL-4C),,No,7.8MB,,,2 MP,"2006, November. Released 2007, January","2.0 inches, 31 x 41 mm, 12.4 cm, (~26.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 16M colors",,Nokia 6300
1379,,Removable Li-Ion 850 mAh battery (BL-5C),,No,5MB,,,VGA,"2006, November","1.8 inches, 28 x 35 mm, 10.2 cm, (~24.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"CSTN, 256K colors",,Nokia 6086
1380,,Removable Li-Ion 700 mAh battery (BL-8N),,No,50MB,,,VGA,"2004, Q3",,"208 x 104 pixels, 18:9 ratio","TFT, 65K colors",,Nokia 7280
1381,,Removable Li-Ion 900 mAh battery (BL-5C),,No,8MB,"Symbian 7.0s, Series 60 v2.0 UI",,1 MP,"2004, Q3","2.1 inches, 35 x 41 mm, 14.0 cm, (~24.4% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"TFT, 65K colors",,Nokia 6670
1382,,Removable Li-Ion 760 mAh battery (BL-5B),,No,6MB,"Symbian 7.0s, Series 60 SE UI",,1.23 MP,"2004, Q4","2.1 inches, 35 x 41 mm, 14.0 cm, (~26.3% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"TFT, 65K colors",,Nokia 3230
1383,,Removable Li-Ion 760 mAh battery (BL-5B),,No,3.5MB,,,VGA,"2004, Q4","1.5 inches, 7.3 cm, (~15.6% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)","TFT, 65K colors",,Nokia 6020
1384,,Removable Li-Po 1300 mAh battery (BP-5L),,No,90MB,"Symbian 7.0s, Series 90 UI",,1 MP,"2004, Q4","3.5 inches, 79 x 40 mm, 31.6 cm, (~35.5% screen-to-body ratio)","640 x 320 pixels, 18:9 ratio (~204 ppi density)","TFT resistive touchscreen, 65K colors",,Nokia 7710
1385,,Removable Li-Ion 850 mAh battery (BL-5C),,No,3.5MB,,,VGA,"2005, Q1","1.5 inches, 7.3 cm, (~14.9% screen-to-body ratio)","128 x 128 pixels, 8 lines, 1:1 ratio (~121 ppi density)","TFT, 65K colors",,Nokia 6822
1386,,Removable Li-Ion 760 mAh battery (BL-4C),,No,4.4MB,,,VGA,"2005, Q1","1.8 inches, 29 x 35 mm, 10.2 cm, (~26.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 65k colors",,Nokia 6101
1387,,Removable Li-Ion 900 mAh battery (BL-5C),,No,8MB,"Symbian OS 8.0a, Series 60 2nd Edition",,1.3 MP,"2005, Q1","2.1 inches, 35 x 41 mm, 14.0 cm, (~23.4% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"TFT, 256K colors",,Nokia 6681
1388,,Removable Li-Ion 900 mAh battery (BL-5C),,VGA videocall camera,10MB,"Symbian OS 8.0a , Series 60 UI",,1.3 MP,"2005, Q1","2.1 inches, 35 x 41 mm, 14.0 cm, (~23.4% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"TFT, 256K colors",,Nokia 6680
1389,,Removable Li-Ion 900 mAh battery (BL-5C),,,3MB,,,No,"2005, Q1","1.5 inches, 7.3 cm, (~15.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)","CSTN, 65K colors",,Nokia 6030
1390,,Removable Li-Ion 900 mAh battery (BL-5B),,,2.3MB,,,No,"2005, Q1","1.56 inches, 7.9 cm, (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~116 ppi density)","TFT, 65K colors",,Nokia 6021
1391,,Removable Li-Ion 900 mAh battery (BL-5C),,No,32MB,,,1.3 MP,"2005, Q1","1.5 inches, 27 x 27 mm, 7.3 cm, (~16.0% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~196 ppi density)","TFT, 65K colors",,Nokia 6230i
1392,,Removable Li-Ion 600 mAh battery (BL-5X),,No,64MB,,,SVGA,"2005, Q1","1.7 inches, 31 x 31 mm, 9.3 cm, (~19.4% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~173 ppi density)","TFT, 256K colors",,Nokia 8800
1393,,Removable Li-Ion 760 mAh battery (BL-5B),,No,3.5MB,,,VGA,"2005, Q2","1.5 inches, 27 x 27 mm, 7.3 cm, (~14.6% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)","CSTN, 65K colors",,Nokia 5140i
1394,,Removable Li-Ion 850 mAh battery (BL-5C),,,,,,No,"2005, June",,"96 x 65 pixels, 4 lines, 3:2 ratio",Monochrome graphic,,Nokia 1101
1395,,Removable Li-Ion 900 mAh battery (BL-5C),,,4MB,,,No,"2005, June",,96 x 68 pixels,Monochrome graphic,,Nokia 1110
1396,,Removable Li-Ion 900 mAh battery (BL-5C),,,4MB,,,No,"2005, June","1.4 inches, 6.0 cm, (~12.7% screen-to-body ratio)",96 x 68 pixels (~84 ppi density),"CSTN, 65K colors",,Nokia 1600
